filename,class_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,make_id,class_id,viewpoint,maximum_speed,displacement,door_number,seat_number,type
1/1101/2011/07b90decb92ba6.jpg,ABT ABT A3 2011,124,33,674,480,1,1101,1,0,0.0,0,0,0
1/1101/2011/2272c7d324cf79.jpg,ABT ABT A3 2011,52,153,849,506,1,1101,4,0,0.0,0,0,0
1/1101/2011/3a62131af5fe8e.jpg,ABT ABT A3 2011,85,107,682,469,1,1101,4,0,0.0,0,0,0
1/1101/2011/5133ca181b82af.jpg,ABT ABT A3 2011,91,23,759,551,1,1101,2,0,0.0,0,0,0
1/1101/2011/6632ec1c2f7f87.jpg,ABT ABT A3 2011,58,134,707,504,1,1101,5,0,0.0,0,0,0
1/1101/2011/67c264ccb6f982.jpg,ABT ABT A3 2011,41,152,868,523,1,1101,4,0,0.0,0,0,0
1/1101/2011/7a6282504fdd2c.jpg,ABT ABT A3 2011,114,29,684,503,1,1101,1,0,0.0,0,0,0
1/1101/2011/8a8a9bc65fab0b.jpg,ABT ABT A3 2011,89,108,692,504,1,1101,4,0,0.0,0,0,0
1/1101/2011/8cef236c1c21c4.jpg,ABT ABT A3 2011,43,153,871,433,1,1101,3,0,0.0,0,0,0
1/1101/2011/916ce33e9be813.jpg,ABT ABT A3 2011,114,70,681,530,1,1101,2,0,0.0,0,0,0
1/1101/2011/a2b94dda8e9630.jpg,ABT ABT A3 2011,22,193,877,481,1,1101,3,0,0.0,0,0,0
1/1101/2011/a476ea5838ce2b.jpg,ABT ABT A3 2011,118,29,672,513,1,1101,1,0,0.0,0,0,0
1/1101/2011/adb149361578ad.jpg,ABT ABT A3 2011,88,64,699,508,1,1101,1,0,0.0,0,0,0
1/1101/2011/b19e774ce016a1.jpg,ABT ABT A3 2011,37,137,877,557,1,1101,5,0,0.0,0,0,0
1/1101/2011/c88f6cc28d05a9.jpg,ABT ABT A3 2011,99,116,705,506,1,1101,5,0,0.0,0,0,0
1/1101/2011/cf56202f4dc511.jpg,ABT ABT A3 2011,64,111,841,507,1,1101,5,0,0.0,0,0,0
1/1101/2011/dd8d3efe9b0695.jpg,ABT ABT A3 2011,59,167,713,470,1,1101,4,0,0.0,0,0,0
1/1101/2011/f0a3db2b9f8be9.jpg,ABT ABT A3 2011,58,132,761,489,1,1101,4,0,0.0,0,0,0
1/1102/2011/12226a5418fcff.jpg,ABT ABT A4 2011,122,84,648,512,1,1102,1,0,0.0,0,0,0
1/1102/2011/59b4911904c8d3.jpg,ABT ABT A4 2011,109,204,677,453,1,1102,4,0,0.0,0,0,0
1/1102/2011/602de0afa91b7e.jpg,ABT ABT A4 2011,125,177,669,498,1,1102,5,0,0.0,0,0,0
1/1102/2011/62305978fd280c.jpg,ABT ABT A4 2011,86,194,716,493,1,1102,5,0,0.0,0,0,0
1/1102/2011/919ff82bf6d72e.jpg,ABT ABT A4 2011,136,127,673,466,1,1102,4,0,0.0,0,0,0
1/1102/2011/be2d8dec502487.jpg,ABT ABT A4 2011,133,87,657,513,1,1102,2,0,0.0,0,0,0
1/1102/2011/c39121138aedfe.jpg,ABT ABT A4 2011,124,182,676,475,1,1102,5,0,0.0,0,0,0
1/1102/2011/ea3f1074452fc6.jpg,ABT ABT A4 2011,128,118,659,463,1,1102,1,0,0.0,0,0,0
1/1102/2011/f5e658f82a0b2c.jpg,ABT ABT A4 2011,85,178,685,480,1,1102,5,0,0.0,0,0,0
1/1102/2012/2b7e22718a70b2.jpg,ABT ABT A4 2012,76,147,862,499,1,1102,4,0,0.0,0,0,0
1/1102/2012/4a12e2acda627c.jpg,ABT ABT A4 2012,36,122,879,579,1,1102,5,0,0.0,0,0,0
1/1102/2012/88033a30c74ec0.jpg,ABT ABT A4 2012,12,173,899,570,1,1102,4,0,0.0,0,0,0
1/1103/2011/02a39da5d64292.jpg,ABT ABT A5 2011,115,46,748,527,1,1103,2,0,0.0,0,0,0
1/1103/2011/036371640e5a26.jpg,ABT ABT A5 2011,37,133,874,578,1,1103,5,0,0.0,0,0,0
1/1103/2011/038d44fa75d4a3.jpg,ABT ABT A5 2011,135,53,662,473,1,1103,1,0,0.0,0,0,0
1/1103/2011/0839000a8ad8c8.jpg,ABT ABT A5 2011,143,223,696,473,1,1103,4,0,0.0,0,0,0
1/1103/2011/13d4ee0d87216b.jpg,ABT ABT A5 2011,148,220,684,480,1,1103,5,0,0.0,0,0,0
1/1103/2011/1a181baee56de8.jpg,ABT ABT A5 2011,73,139,745,467,1,1103,4,0,0.0,0,0,0
1/1103/2011/274d745c220d62.jpg,ABT ABT A5 2011,137,229,686,491,1,1103,5,0,0.0,0,0,0
1/1103/2011/279e8cfa89bdec.jpg,ABT ABT A5 2011,113,277,708,475,1,1103,3,0,0.0,0,0,0
1/1103/2011/5489648f0d838c.jpg,ABT ABT A5 2011,84,55,731,499,1,1103,5,0,0.0,0,0,0
1/1103/2011/5a3522a1e25443.jpg,ABT ABT A5 2011,49,78,742,478,1,1103,4,0,0.0,0,0,0
1/1103/2011/61a3dc35238e0e.jpg,ABT ABT A5 2011,144,119,645,479,1,1103,2,0,0.0,0,0,0
1/1103/2011/668e666e188885.jpg,ABT ABT A5 2011,167,129,646,477,1,1103,2,0,0.0,0,0,0
1/1103/2011/67fa87b2441e35.jpg,ABT ABT A5 2011,34,141,869,544,1,1103,4,0,0.0,0,0,0
1/1103/2011/74a457463564f3.jpg,ABT ABT A5 2011,140,256,652,481,1,1103,5,0,0.0,0,0,0
1/1103/2011/80c5e601281a07.jpg,ABT ABT A5 2011,76,36,699,496,1,1103,2,0,0.0,0,0,0
1/1103/2011/8b56ed5a76c5ec.jpg,ABT ABT A5 2011,119,287,680,465,1,1103,3,0,0.0,0,0,0
1/1103/2011/8d19ad7c3cc531.jpg,ABT ABT A5 2011,148,234,675,475,1,1103,5,0,0.0,0,0,0
1/1103/2011/a2221f08e0383e.jpg,ABT ABT A5 2011,144,235,685,478,1,1103,4,0,0.0,0,0,0
1/1103/2011/a52cf3643b839f.jpg,ABT ABT A5 2011,151,80,650,470,1,1103,1,0,0.0,0,0,0
1/1103/2011/a5bbdb6b7bf8c7.jpg,ABT ABT A5 2011,140,70,664,509,1,1103,1,0,0.0,0,0,0
1/1103/2011/d2d9f60f419039.jpg,ABT ABT A5 2011,84,103,694,454,1,1103,4,0,0.0,0,0,0
1/1103/2013/451aaa83c09e76.jpg,ABT ABT A5 2013,62,192,760,428,1,1103,3,0,0.0,0,0,0
1/1103/2013/4dc25a3af47177.jpg,ABT ABT A5 2013,106,135,715,452,1,1103,5,0,0.0,0,0,0
1/1103/2013/d2db1ea26ab012.jpg,ABT ABT A5 2013,130,58,683,519,1,1103,1,0,0.0,0,0,0
1/1103/2015/066f48aad29a7a.jpg,ABT ABT A5 2015,9,197,784,482,1,1103,5,0,0.0,0,0,0
1/1103/2015/32127e81a63285.jpg,ABT ABT A5 2015,10,164,789,509,1,1103,4,0,0.0,0,0,0
1/1103/2015/553dd8b5b5c76a.jpg,ABT ABT A5 2015,154,209,761,528,1,1103,4,0,0.0,0,0,0
1/1103/2015/aa824e6c84e019.jpg,ABT ABT A5 2015,46,120,774,484,1,1103,5,0,0.0,0,0,0
1/1104/2010/37b1b3a2bc39db.jpg,ABT ABT A8 2010,17,154,894,543,1,1104,4,0,0.0,0,0,0
1/1104/2010/49b0c037f7cbe1.jpg,ABT ABT A8 2010,12,149,896,523,1,1104,5,0,0.0,0,0,0
1/1105/2011/1665cd6b2013b5.jpg,ABT ABT A6 2011,45,266,864,561,1,1105,4,0,0.0,0,0,0
1/1105/2011/33587cdee4a967.jpg,ABT ABT A6 2011,81,197,831,591,1,1105,5,0,0.0,0,0,0
1/1105/2011/40e0a243c66559.jpg,ABT ABT A6 2011,84,181,832,571,1,1105,4,0,0.0,0,0,0
1/1105/2011/5d5a7519b69352.jpg,ABT ABT A6 2011,50,275,861,564,1,1105,5,0,0.0,0,0,0
1/1105/2011/8dfa76acfc5319.jpg,ABT ABT A6 2011,43,248,862,504,1,1105,3,0,0.0,0,0,0
1/1105/2011/cdff7b07e9a467.jpg,ABT ABT A6 2011,36,184,888,569,1,1105,4,0,0.0,0,0,0
1/1105/2011/f3ef190cd3b733.jpg,ABT ABT A6 2011,31,152,878,567,1,1105,5,0,0.0,0,0,0
1/1106/2009/89e43e81fc82df.jpg,ABT ABT Q7 2009,71,161,834,518,1,1106,4,0,0.0,0,0,0
1/1106/2009/904478653c497a.jpg,ABT ABT Q7 2009,45,217,867,498,1,1106,3,0,0.0,0,0,0
1/1106/2009/bf8a93922ab42a.jpg,ABT ABT Q7 2009,65,137,866,514,1,1106,4,0,0.0,0,0,0
1/1106/2009/c678e70a71b7f1.jpg,ABT ABT Q7 2009,67,145,847,534,1,1106,5,0,0.0,0,0,0
1/1107/2010/132ebb1273d7d8.jpg,ABT ABT TT 2010,27,140,883,516,1,1107,4,0,0.0,0,0,0
